,Unnamed: 0,Unnamed: 0.1,index,tweet,class,norm
6812,6812,6812,5031,RT @GiacomoBert8008: My mom cooks every night. You don't see her posting pictures of what she made on social media #womancook #notsexist #j…,sexism,1
6815,6815,6815,2371,"I hope these blonde girls make it thru, not great cooks but they aren't as judgemental as that WA lady #MKR",sexism,1
6820,6820,6820,3424,@antifempsycho2 Not in the EU...,sexism,1
6821,6821,6821,1147,@ZamiraTwitt One way of helping to prevent such crimes would be to outlaw the sick and sexist religion of Islam that victimizes women.,racism,0
6822,6822,6822,3019,@PariahPotimouth Shhh....it's a trap. http://t.co/umkBRTqYfA,sexism,1
6823,6823,6823,2796,Oooh.  applications for 2016.  Can I sign up to be the bitchy cunt.  #mkr #cuntfacebitch http://t.co/nXcRIWYLa0,sexism,1
6827,6827,6827,2546,Kat is an absolutely disgusting human being. #mkr,sexism,1
6828,6828,6828,911,"@JoRitson Labor tells raped girls to go home and not bother them, the filthy animals.",racism,0
6829,6829,6829,4275,RT @charlwhat HOLY FUCK IM NOT SEXIST BUT ALOT OF WOMEN CANNOT FUCKING DRIVE,sexism,1
6832,6832,6832,1241,"@KellyTurner99 @buellerishere Yes, those millions that won't let women drive in Saudi, vote in Kuwait, and cut their clits all over.",racism,0
6833,6833,6833,953,"@Israelites234 @scamp_faridxx @CNN The first crusaders were Muslims, microbrain.  400 years before the Europeans headed in other direction.",racism,0
6834,6834,6834,698,"RT @joe_nuzz: Ezra Levant - From Canadian jihadis to ISIS, it's all Islam http://t.co/hWHVLwbWIS via @wordpressdotcom",racism,0
6839,6839,6839,3041,@feministlah This is the tag's founder... http://t.co/FRGiq2MN1g,sexism,1
6842,6842,6842,143,"RT @OmprakashSewa: Under Love Jihad, Muslims lure young Hindu girls &amp; then force them to convert to Islam. Romeos then go 4 their next prey…",racism,0
6846,6846,6846,3251,"RT @GenAnonCoward: .@Ali_East_West @MT8_9 @LBigmann No, that's #egalitarianism. This is my prob with feminism: they lie with the truth http…",sexism,1
6849,6849,6849,3270,.@trishesdishes Can you be legally forced into parental obligations?  Can your genitals be cut at birth?  Does your right to vote have an *?,sexism,1
6850,6850,6850,3410,@FraaankSalazar Just saw it a few days ago.  It's brilliant.  Need fifty more like it...,sexism,1
6853,6853,6853,2142,There's no real technique to the dishes being served up by these blonde bimbos on #MKR. Chuck together + hope for the best.,sexism,1
6855,6855,6855,2134,Unfortunately your sausage was a little bit short... #mkr,sexism,1
6856,6856,6856,3998,"RT @littlebrinks2 You can call me sexist or whatever, but there's just something bout women drivers that bug me",sexism,1
6859,6859,6859,4870,RT @schmeezi Again and again I am reminded harshly that having a women boss truly sucks #sorrynotsorry #itsfact #notsexist,sexism,1
6860,6860,6860,5342,"RT @Superjutah: @MT8_9 £34,000 is £9000 above the national average wage PLUS it's tax free... http://t.co/BJuAe9Zyjj",sexism,1
6865,6865,6865,3450,"RT @sports2inflatio: #AdviceForYoungFeminists ISIS is killing people, our solution, ""Teach ISIS not to kill""",sexism,1
6869,6869,6869,5133,RT @BenjaminLForman: Ladies. Seriously. Stop putting your cell phones in you back pockets. Not attractive and detracts from the booty. #Not…,sexism,1
6871,6871,6871,4551,"""girl sports"" gives it away here @LM26_LYE_ERA I dont even understand why girl sports are televised #notsexist #justsaying",sexism,1
6875,6875,6875,2464,#mkr Kate is a bitch,sexism,1
6888,6888,6888,2949,"RT @LynnD_P: #QuestionsForMen  Have you ever taken six weeks off from work, casually decide if you want to go back then choose to work part…",sexism,1
6898,6898,6898,3003,"@DomesticPirate @Vosnic @uomo389 Not arguing against abortion but for his choice, too.",sexism,1
6899,6899,6899,1244,@buellerishere @KellyTurner99 So now you admit that the Quran sanctifies sexual slavery and try to change the subject.,racism,0
6903,6903,6903,4812,Actually nope! @AnthonyDePetres I'm not sexist but women suck at driving,sexism,1
6904,6904,6904,2096,Sorry but #JessieJ on #thevoiceau is being a real cunt. You're not all that.,sexism,1
6907,6907,6907,1324,"@BenjaminNorton @uygaraktas Considering the endless stream of murders against minorities by Muslims, who cares.",racism,0
6908,6908,6908,1339,@DianH4 @rogue_allah The reason why Mohammed's thugs went to war was to get what they could steal.,racism,0
6909,6909,6909,4643,RT @macleod_robert: I'm not sexist but after reading about new coloured parking bays that assist women park faster I thought.....! http://t…,sexism,1
6911,6911,6911,2681,"If I got a dollar for everytime Nikki did her pouty face, I still wouldn't wanna look at it. #annoying #MKR",sexism,1
6912,6912,6912,4488,"@OfficMattPenny @IrkMeIngram Ah, I see. Men ""raise their voices."" Women ""scream.""",sexism,1
6913,6913,6913,5306,"“@IvanTrba: At least the #promogirls might have a future in creating new Ben &amp; Jerry's flavours #MKR #icecreamqueens”

Offal and marrow?",sexism,1
6920,6920,6920,360,@NNdabbour64 Every child that is brainwashed and never given a choice is force.,racism,0
6924,6924,6924,41,@ummayman90 What do customs and rules and history have to do with it.  Marrying a 6 year old and screwing a 9 year old is sick like Islam.,racism,0
6929,6929,6929,1980,I think they're deconstraucted Pro . . . mowhores #MKR,sexism,1
6936,6936,6936,2114,"I don't think I can sit through any more of those blonde slags. This might be me, breaking up with you, #mkr.",sexism,1
6938,6938,6938,1519,@taimiiSays Islam is hatred and Jihad. http://t.co/bp228IR12B,racism,0
6939,6939,6939,5163,RT @therealtjorsini not sexist but girls just cant sing country as well as guys,sexism,1
6940,6940,6940,5210,RT @gspotnacht: There's a reason why it's called #MotherNature a woman's feelings can &amp,sexism,1
6947,6947,6947,4430,RT @AustinRaySmith: @YesYoureSexist I don't think women can make tough military decisions. Notice Hilary's face during the Bin Laden raid h…,sexism,1
6949,6949,6949,430,@PoliticalAnt @Lithobolos @ZaibatsuNews But Sharia is very sexist and 2/3 of Muslims want it.,racism,0
6950,6950,6950,3652,".@chendanhek Ironically, giving men equal paternity leave necessary if women are to achieve equal pay...but feminists hate men so they don't",sexism,1
6953,6953,6953,1470,@End_Bigotry @chezkig1 @edulixavot34 @georgegalloway @AbbsWinston @Bruciebabe @MaxBlumenthal Up your ass terrorist bitch.,racism,0
6963,6963,6963,2784,How long until Kat heats up her crack pipe over the BBQ? #MKR,sexism,1
6964,6964,6964,5177,RT @geemichelleex3 I'm not sexist but I'm pretty positive I have no female teachers this semester,sexism,1
6970,6970,6970,2159,"Love a subtle menu. Sausage, spatchCOCK, tart. Perfect. #MKR #whereisyourdignity",sexism,1
6979,6979,6979,4860,"Yeah, it's still baseball season, man! @Brennanking22 Call me sexist but I can't stand women on SportsCenter talking about football.",sexism,1
6981,6981,6981,5161,"RT @rgay: But logistically speaking, the vagina is a tough character. It can accommodate items of size and girth quite well.",sexism,1
6982,6982,6982,3042,@amberhasalamb Can you explain why this is wrong? http://t.co/pTkwk45P9P,sexism,1
6987,6987,6987,2981,RT @Ectocooler_hi_c: #Questionsformen proves a man can be sexist without trying but women can't even when they create a hashtag explicitly …,sexism,1
6989,6989,6989,1633,"@nader_haq @MadDr11 No, that was just your pedophile prophet making excuses to slaughter them and steal their land and property.",racism,0
6990,6990,6990,3158,".@manishlimbu532 No.  No reliable numbers.  But, a small town police department did a nine year study of their cases once...41% false.",sexism,1
6991,6991,6991,3358,RT @asredasmyhair: @YoungBLKRepub #FemFreeFriday http://t.co/d6gWiYwReX,sexism,1
6995,6995,6995,3597,RT @venimus_vidimus: @MT8_9 @BristolBen @MaddyBaylor @Shermertron @YavoYavoyavo @Prostathlitis I'm MORE scared of women physically as I'm n…,sexism,1
6998,6998,6998,4634,"RT @a_little_opus: @MaxDavidPaul @stekettle @GregyMc @hannahw_96 he'd prefer a more attractive girl (which in itself is not sexist, but per…",sexism,1
7001,7001,7001,877,"@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime Islam is the most decisive, hatefilled, backward thing that has ever happened to mankind.",racism,0
7002,7002,7002,2886,.@SlutWalkTO @Filotto @TheGags29 @bowtie_guy14 @MyLostGadget @JustLaurenB @LostSailorNY You support the slut shaming of #NoMorePage3? Odd...,sexism,1
7006,7006,7006,773,"@OneLegSandpiper @DblBlackDs Looks like you are the ignorant asshole, in that there is no other religion that has close to that number.",racism,0
7007,7007,7007,1409,@BishopCal You are a liar. Islam murdered 120 million black Africans. http://t.co/3QhMcY7HEC,racism,0
7009,7009,7009,4423,RT @teesmurf Richard Petty was right. If Danica Patrick was a male no one would know she was on the race track. #notsexist #Daytona500,sexism,1
7011,7011,7011,4647,RT @AnthonySammarco: @juliegoldberg @JakeDandrea_ @YesYoureSexist Shut up men and woman murdered equally I haven't killed anybody so don't …,sexism,1
7014,7014,7014,1298,@Generalshaami44 This is actually the only kind of job that mujahedeen are intellectually suited for.,racism,0
7015,7015,7015,1787,@TawheedNetwork_ Quoting from the book of violent fairy tales again?,racism,0
7017,7017,7017,2307,RT @sales88194029: Colin says the meat in the thigh was moist &amp,sexism,1
7019,7019,7019,1103,@truaemusic @mattybboi83 @Number10gov What matters is that people like you are trying to lay a guilt trip on us while ignoring the truth.,racism,0
7021,7021,7021,1311,@DianH4 So we bombed Hitler and various dictators because they refused to be slaves? Muslims need to get a grip on reality.,racism,0
7022,7022,7022,1610,@Kaya786 A. It's not the fastest growing religion. It's the fastest breeding religion.,racism,0
7025,7025,7025,386,"Gay man thrown off the rooftop by ISIS for being gay.  Despite what the radical left claims, this is the real #Islam. http://t.co/1YPpriD7pk",racism,0
7026,7026,7026,3461,"@The_Loki_Jotunn @BristolBen @Oneiorosgrip That might be Poe, just FYI.  I think that was the quote of hers that couldn't be verified.",sexism,1
7028,7028,7028,4537,"RT @DarwinLp777 I'm really not sexist, but most women can't drive for shit!!",sexism,1
7029,7029,7029,4167,You're a horrible parent. @jrdrury13 Call me sexist but my son can do whatever he wants lol my daughter not so much,sexism,1
7032,7032,7032,2181,These bitches are full fucking disgusting in every conceivable way. #mkr,sexism,1
7041,7041,7041,2169,Colin was pretty nice to the girls. Do you think he's giving them the dick? #MKR,sexism,1
7044,7044,7044,468,@hdmovieus Islam is terror.  To fight terror you have to fight Islam. Your prophet and your god are both sick terrorists. #Islam,racism,0
7053,7053,7053,543,@98Halima @cdnKhadija @BilalIGhumman @johnnygjokaj @rfrankh53 The logic of a retarded madrassa rat.,racism,0
7056,7056,7056,38,@ummayman90 Richard was king he could do what he pleased. None of your garbage has any bearing on Mohammed being a pedophile. #Islam,racism,0
7057,7057,7057,1835,RT @NuritBaytch: Hamas sympathizer @MaxBlumenthal pretends Israel rejected truce to end blockade when Hamas admitted Hamas rejected it http…,racism,0
7058,7058,7058,3629,RT @SteelThunder13: @MT8_9 You can practically hear his sexual orientation changing.,sexism,1
7060,7060,7060,993,@JRehling At that point in time America thought that Islam was just a normal religion. Now we know that it is a piece of filthy imperialism.,racism,0
7062,7062,7062,1242,@KellyTurner99 @buellerishere Those law abiding Muslims that have a 90% domestic violence rate in Pakistan and murder people for blasphemy.,racism,0
7063,7063,7063,4615,RT @YesYoureRacist @JoshRayney Not sexist but can't stand women Black cabbies...just saw two on the bounce #BigNoNo,sexism,1
7069,7069,7069,5109,RT @runyanave ok I'm not sexist or anything but YOU WOMEN SUCK AT DRIVING OK? JUST. DON'T. PLOX. DO US A FAVOR.,sexism,1
7075,7075,7075,2850,@AMohedin What is it that women lack that requires two women witnesses to replace one man?,sexism,1
7082,7082,7082,2287,"Already sick of hearing ""pretty"" #MKR #MKR2015",sexism,1
7086,7086,7086,4658,RT @Connorsmart3: @YesYoureSexist @rorybrown_mufc Don't worry Ror I get the feeling that most feminists are just jealous of men..,sexism,1
7087,7087,7087,1080,@truaemusic @mattybboi83 @Number10gov Capital Hill is a great example of how seldom the world attacks Islam given the daily provocations.,racism,0
7089,7089,7089,3892,RT @TwoThug4U: if you look at @YesYoureRacist you see tweets of pure hatred. If you look at @YesYoureSexist you see a few light stupidity a…,sexism,1
7095,7095,7095,4963,RT @MayatYahya Not sexist but just ain't the same with a woman presenting MOTD..fuck off get Gary back,sexism,1
7101,7101,7101,5317,She’s such an evil bitch. Now who’s not smiling? Shove it. #Kat #MKR,sexism,1
7114,7114,7114,4437,"RT @1Who_Am_I: I'm not sexist (cough) the only thing worse than a female Sunday league ref, is a female Sunday league ref with her husband …",sexism,1
7116,7116,7116,3393,@Menrwizards @Maniac_McGee27 @sara771987 Where is what from?,sexism,1
7117,7117,7117,494,"@LifeInKhilafah LOL. The ME was very creative before Islam.  Most ""Muslim"" discoveries came from conquered Persians.",racism,0
7124,7124,7124,2180,"When I think lemon tart, I think tart lemon. Yes Colin, I see what you did there. #MKR",sexism,1
7128,7128,7128,3179,.@WayneJBurrows @adriennecgomez @ListenToRaisin ...feminism would only have a name issue.,sexism,1
7134,7134,7134,2366,"Stick it up em Kat, you're the sort of bitch that really makes the show #MKR",sexism,1
7135,7135,7135,2069,"""Classy and elegant"" is one way of putting it... #mkr",sexism,1
7138,7138,7138,67,@Nigzzzk There is no personal relationship with creator in Islam. Everything comes through a phony prophet and the only relationship is fear,racism,0
7146,7146,7146,1659,"@alihadi68 @rudoren @nytimes Hey, at least he doesn't murder people for apostacy and blasphemy like your tribe of scum.",racism,0
7147,7147,7147,2407,Someone get Kat a straight Jacket!! The bitch needs some time in a padded room!! #mkr,sexism,1
7150,7150,7150,43,"@ummayman90 If god is protecting his Islam, why does he need you to protect it, murder apostates, and spread his vile religion by sword.",racism,0
7153,7153,7153,2743,Get rid of that Kat. The worst person I have ever seen  #MKR,sexism,1
7155,7155,7155,4534,RT http://t.co/8NkQqwiuAV @Banta_14 You are a tool if you set your phone background as a selfie. Male or female. #notsexist #jk #womanbeater,sexism,1
7163,7163,7163,1954,RT @george3612: @ProudPatriot101 Austrians Say Islam Does Not Belong in Their Nation: Poll http://t.co/Pa7yTFBQhB …,racism,0
7165,7165,7165,1909,"@AAlwuhaib1977 The Muslim mobs of Bangladesh attack Hindus, destroying thousands of homes and temples. http://t.co/INLiK2TlCP",racism,0
7169,7169,7169,3091,@scarmichael18 @shaner38 Not legally.,sexism,1
7170,7170,7170,4161,"RT @NoCoolKnickname I'm not sexist and I'll probably get in trouble for this but, Women werent designed or created to be alone",sexism,1
7173,7173,7173,4102,RT @Ryan_Clevenger Call me sexist but I get annoyed by women anchors on SportsCenter,sexism,1
7177,7177,7177,2018,"Shut up Katie and Nikki... That is all :)
#MKR #MKR2015 #mykitchenrules",sexism,1
7185,7185,7185,2218,Its not the only thing she's done a lot of I'm guessing  #mkr,sexism,1
7187,7187,7187,3233,RT @GamerCatHenri: #QuestionsForMen Did you know rape is bad?,sexism,1
7188,7188,7188,2261,I carnt  see  the  pretty..... I think they quite ugly  ... promo making out they'll go    think it will be tony and lynne   #MKR,sexism,1
7190,7190,7190,4627,"It kills me when men say women should take ""I'd fuck her"" as a compliment and not objectification when men will literally fuck an apple pie.",sexism,1
7191,7191,7191,2570,Kat has to be the biggest bitch around #MKR,sexism,1
7194,7194,7194,1846,@1fatoshn Tell it to the 120 million Africans that Islam murdered. https://t.co/xWJzpSodGj,racism,0
7195,7195,7195,4789,"RT @Bigboybeezy: Call me sexist but I believe in gender roles and idgaf if it's 2014, I don't want a woman who's going to emasculate me ,st…",sexism,1
7196,7196,7196,1684,@MaxBlumenthal @Campagnebds Blumenthal self promotion. The only groups that attack talks and kill people are Max's terrorist Muslim friends.,racism,0
7199,7199,7199,511,@LifeInKhilafah You must be really young and ignorant if you think a few bombing runs are going to cause anyone to miss a meal. LOL.,racism,0
7200,7200,7200,4664,Cat get onto the keyboard again? @CalebKn I'm not sexist but I don't believe in equality.,sexism,1
7201,7201,7201,1148,"@ZamiraTwitt On the contrary, the brutal, bigoted, sexist god of Islam encourages the abuse of women. http://t.co/AFuW9Veuu6",racism,0
7202,7202,7202,4582,"RT @uzairjaat I'm not sexist but women and men are just different they can't be same, I'm not saying that men are superior but yeehh",sexism,1
7204,7204,7204,2742,What a nasty bit of work Kat is. I'd take the promo girls any day.  #MKR,sexism,1
7205,7205,7205,3933,RT @lukemac11 Ahh the chick who announces games on ESPN 2 is so annoying #gameonmute #getheroff #notsexist,sexism,1
7207,7207,7207,3260,"RT @jenniferkateFPS: @MT8_9 I love this b/c I am also a scientist working with men w/ more education &amp; experience, yet I haven't experience…",sexism,1
7208,7208,7208,225,@IftikharAwan Why does it not occur to you that only an idiot would imagine a god who wants to be feared.,racism,0
7216,7216,7216,2600,Kat is such a fucking cow #MKR,sexism,1
7222,7222,7222,521,@AbuYigitAlCahrz @LeonardoMaxwel1 Another barbaric aspect of Islam is to murder people for the way they were born.,racism,0
7226,7226,7226,3563,.@MaddyBaylor @LBigmann Estimates are guesses not proof. This is why you are called stupid. And you ignore that politics exist. Also stupid.,sexism,1
7228,7228,7228,2810,@azmoderate @JoeWSJ Be a man. Stop babbling and squirming and admit you were wrong.,sexism,1
7229,7229,7229,516,@OmarShakir91 @EatingMyPeaz Hamaz never stopped it's war on Israel.  Islam never stopped it's war on humanity.,racism,0
7233,7233,7233,3218,"@boxedariel So...is the answer ""nothing""?",sexism,1
7236,7236,7236,1376,@congressman_aly I know that the terrorist organization Hamas has not had another election since their first one.,racism,0
7238,7238,7238,1454,@AbouAliZarif @MaxBlumenthal The Muslims have exterminated virtually every minority in the ME and these idiots talk about Israeli aparthide.,racism,0
7242,7242,7242,1393,"@MaxBlumenthal Islamophobia is like Naziphobia, it's an abuse of language for political gain. It looks like this. http://t.co/VXFlYOknor",racism,0
7249,7249,7249,2343,*cough* slut *cough #MKR,sexism,1
7250,7250,7250,1330,"@DianH4 @rogue_allah You are lying again, just like a Muslim. The Quran approves of raping slave girls explicitly.",racism,0
7251,7251,7251,1245,@buellerishere @KellyTurner99 And the Hadiths are even more specific about approving sexual slavery.,racism,0
7254,7254,7254,1151,@morasilh @bbcturkce The Sunni Turkmen are genocidal criminals living off loot they stole from minorities. What they want counts for nothing,racism,0
7258,7258,7258,756,@buttercupashby @MaDaSaHaTtEr_17 Mohammed ran two Jewish tribes out of Medina and stole their property.,racism,0
7264,7264,7264,3480,@shaner38 I said it for months.  Didn't know how good McKinnon was...,sexism,1
7268,7268,7268,4642,RT @B_Eds517 I'm not sexist but damn why do they let Females act like they know basketball...,sexism,1
7272,7272,7272,3844,RT @SalemP08: @MT8_9 @LiljaOB @midnitebacon @Superjutah @Transic_nyc her response is pretty terrifying.,sexism,1
7285,7285,7285,1162,"@ALWiss5 The jihadists fight for the interest of the Caliph and the pedophile prophet, not for the interest of the people.",racism,0
7286,7286,7286,5308,#MKR no one wanted to put Lloyds meat balls in their mouth poor Lloyd 😭😭,sexism,1
7287,7287,7287,1768,@NuritBaytch @MaxBlumenthal Exactly. He's not Jewish by choice or allegiance. &amp,racism,0
7288,7288,7288,4479,"RT @HazzMurphy: Its like im not racist, but I find racist jokes funny. Im not sexist but i find gender stereotyping funny. IMO nothin that …",sexism,1
7293,7293,7293,3711,@mistaphill I know...Julianne Moore's pudgy little sister is severely overvaluing herself here...,sexism,1
7294,7294,7294,4407,RT @nealcarr1 The women skaters can't fall and make it look graceful like the men #notsexist,sexism,1
7299,7299,7299,2786,"Meanwhile, Kat is poisoning the lake #mkr",sexism,1
7300,7300,7300,412,"@gripusa Islam has contributed nothing to humanity but hatred, death, and destruction for a thousand years.",racism,0
7304,7304,7304,2901,RT @amyalkon: Sad When The Most Basic Fairness To Men Is A Revolutionary Thing: Paternity fraud news in Washington State &amp,sexism,1
7306,7306,7306,3316,"RT @nonirishpaddy: If someone hates you, it's because of what's between your ears, not what's between your legs #adviceforyoungfeminists",sexism,1
7308,7308,7308,4708,"Yeah no male-led empires have fallen, iirc @pwreclive Im not sexist but history shows us that empires fall when women take control of them",sexism,1
7312,7312,7312,187,@anjemchoudary You have no say on what freedom of expression extends to.  Everyone should be insulting the phony pedophile prophet.,racism,0
7317,7317,7317,1100,@truaemusic @mattybboi83 @Number10gov If you don't think that Muslims invaded Christianity and Europe first you are to historically ignorant,racism,0
7321,7321,7321,1278,@zh_ha89 You just proved that you are stupid.  I just showed you the Hadiths where Mohammed calls women stupid and you still deny it.,racism,0
7323,7323,7323,5181,"RT @Mini_Khoza: @Masterbatker I'm not sexist, but fuck that lady. She's awful.",sexism,1
7328,7328,7328,4874,"RT @johnrbubba: I am not sexist, but I have yet to hear one good woman play by play announcer.",sexism,1
7334,7334,7334,3512,RT @GloriaMitchell6: Suit yourself: Utah court lets woman sue herself over fatal wreck http://t.co/jyfHMI63BC @FoxNews She wants money for …,sexism,1
7343,7343,7343,4667,MALE OPINION ALERT! @MusicYouSavedMe I swear im not sexist but WNBA..........I'll pass lol,sexism,1
7344,7344,7344,3713,"@cwgusu Your example is 42 years old, you realize?",sexism,1
7345,7345,7345,754,@buttercupashby @MaDaSaHaTtEr_17 The fact is that Mohammed was every bit as vile and sick as ISIS. He is their model.,racism,0
7346,7346,7346,1017,@discerningmumin What are you talking about provocation? Islam declared war with the world.  That is more than enough provocation.,racism,0
7348,7348,7348,545,@johnnygjokaj @BilalIGhumman @98Halima @cdnKhadija @rfrankh53 There is nothing that ISIS does that the prophet Mohammed didn't also do.,racism,0
7349,7349,7349,4319,"RT @URBINA52 @my_sweetness_ I'm not sexist, but show me a good women driver... One in a million lol",sexism,1
7352,7352,7352,922,Humanity struggled for hundreds of years to rid itself of the blight of slavery.  Leave it to the filth of #Islam to bring it right back.,racism,0
7358,7358,7358,4178,men should men. @Mic_Ross Dumb women call me sexist... real ladies respect the traditional values.. men should men and women should be women,sexism,1
7360,7360,7360,3596,@ValiantRook no idea what that is...,sexism,1
7365,7365,7365,3611,"#DontDateSJWs unless you want them to date you, bang you, call you, stalk you THEN cry rape &amp; do ""performance art"". http://t.co/vRPol5nc67",sexism,1
7367,7367,7367,4066,RT @MadJoyPad: I'm not sexist or a scientist or researcher but the stuff girls write and put on social networks is evidence that men are sm…,sexism,1
7370,7370,7370,4221,Fundamental understanding of meaning fail @DonivanGray I'm not sexist or anything but EVERY girl is crazy no exceptions.,sexism,1
7371,7371,7371,5056,RT @gymalwaysliftin: I'm not sexist but don't go around saying WEMON are top shit and yous run the world. When it's MEN that literally run …,sexism,1
7373,7373,7373,924,"RT @royalmarine1980: Authorities will use anti Semitic attacks on twitter by Muslims and the left to introduce laws against hate speech ,re…",racism,0
7380,7380,7380,2919,.@Shermertron @HumanistFury Real question is do feminist liberal bigots understand that different rules for men/women is sexism @jennykutner,sexism,1
7385,7385,7385,2893,"@Mich_McConnell Just ""her body"" right?",sexism,1
7388,7388,7388,4566,"Yes, because *I* was the rude one. @TommyWard15: I will sock your mom in her fucking uterus if you ever talk to me like that again",sexism,1
7389,7389,7389,2540,Kats face. I want to slap her seriously I hope they go but it doesn't look good. If they pass they won't last. They can't cook. #mkr,sexism,1
7392,7392,7392,3009,"@IsabellaEscort Please do sometime, let me know.  In Canada they just passed a bill led by feminists.",sexism,1
7393,7393,7393,803,@Vandaliser @sajid_fairooz @IsraeliRegime Muslims didn't invent mathematics.  Greeks and Indians started Algebra before Muslims.,racism,0
7395,7395,7395,3544,RT @p4ndiamond: #QuestionsForMen #WomenAgainstFeminism #feminism #mybodymychoice http://t.co/oqPP6gEwUe,sexism,1
7404,7404,7404,3605,@NotThelastMAybe No idea.  I just collect them randomly as I find them.,sexism,1
7408,7408,7408,2286,"Big difference between Sassy and Trashy. Sorry girls, you couldn't even work a can opener. @mykitchenrules #mkr #mykitchenrules",sexism,1
7409,7409,7409,1962,"RT @Cameron_Gray: ""Muslim Americans feel they've been targeted” - Obama

No mention of Jews, victims 60% of the time (h/t @joelengel) http:…",racism,0
7416,7416,7416,4471,RT @reptarfanatic: I'm not sexist but why are there 8 girls in the weight room. 32% no way,sexism,1
7419,7419,7419,2912,"Since the feminists at #sorryitsaboy &amp; #everydaysexism NOW just LOVE ""jokes"" I thought they'd like this one...right? http://t.co/y5tE6iR650",sexism,1
7422,7422,7422,1796,"@muslimanarchist @Tobin_Maker @MaxBlumenthal  No, the murdering Hamaz head choppers torture children in dungeons.",racism,0
7424,7424,7424,534,"@BilalIGhumman @OdiniaInvictus @IsraeliRegime That is why we are going secular, microbrain. And Islam is as disgusting as ever.",racism,0
7426,7426,7426,2629,"@newscomauHQ #mkr Kat=stupidity+bully. What goes around comes around.She will get what she deserves very soon.Go Rose &amp; Josh,Rob &amp; Lynzey!",sexism,1
7428,7428,7428,1862,@dankmtl @PeaceNotHate_ Any idiot would know that the expelling of Palestinians would not change the ratio of Christians to Muslims.,racism,0
7431,7431,7431,1810,"@jncatron And the Muslims want to destroy Israel because they are racists, not because of the land, which is tiny. https://t.co/8cmfoOZwxz",racism,0
7433,7433,7433,1302,@5Haqq @abualiis Just like there was 1400 years ago. The flies are free.,racism,0
7435,7435,7435,614,@Dabiq_Warrior @Totenleserin Countryside will be easy to take. Mosul and Raqqa will be difficult because the Daesh will hid behind civilians,racism,0
7436,7436,7436,2927,@GenAnonCoward I knew this would be their response as soon as I saw the ad.,sexism,1
7438,7438,7438,1765,"@congressman_aly It's not just a few Muslims, it's more than half. http://t.co/URibpAnTcs",racism,0
7439,7439,7439,5173,"RT @leftydammit: I'm not sexist or anything, but I want to take a brick and break every tooth in this girl's mouth, for some reason https:/…",sexism,1
7449,7449,7449,85,"RT @riwired: There is no ""moderate Islam"" Islam is #Islam. #Sharia is Islam, no difference. @itsomar99 @VileIslam @BasimaFaysal http://t.co…",racism,0
7459,7459,7459,4822,RT @ibustos123: @ThusBloggedA @YesYoureSexist @vacuumslayer apparently you guys can't take a joke but thats non of my business.,sexism,1
7465,7465,7465,1540,@asem_1994 Being able to practice their religion doesn't mean that they were not treated as third class citizens.,racism,0
7467,7467,7467,1814,@mutludc And the problem is that Iran is an extremist theocratic autocracy.,racism,0
7468,7468,7468,2844,@AMohedin Again skipping what you don't like. It says that men are in charge of women and men are superior to women. http://t.co/5mAnQbibj1,sexism,1
7470,7470,7470,1794,"@mutaSawwif No, it's obvious that who is the target of the weapon that is the issue. Killing terrorists with any kind of weapon is good.",racism,0
7475,7475,7475,2947,RT @MenOnStrike: #QuestionsForMen Why do we stand aside when a vocal minority screams we have more rights than women? http://t.co/Ea6VlrR9aa,sexism,1
7486,7486,7486,1975,Were butchers but can't tell red poultry is not cooked..  #salmonellaqueens #MKR,sexism,1
7487,7487,7487,3232,RT @fruitondabottom: #QuestionsForMen #WomenAgainstFeminism Another one who only wants to hear herself talk. http://t.co/I9gvXqZQj1,sexism,1
7488,7488,7488,2131,well ya standards are pretty low bitch #MKR,sexism,1
7498,7498,7498,4190,"RT @jcantrell12: For the record, I'm not sexist. But if you can prove me wrong about female comedians, I'll make a formal apology to the wo…",sexism,1
7499,7499,7499,703,"@teddyboylocsin @tweetybird2009 @PatVPeters Mohammed had people,who disagreed with him murdered. ISIS murders the same.",racism,0
7502,7502,7502,4765,"RT @Justin_DvG: @UberFacts this is why DC &gt;&gt;&gt; Marvel. I'm not sexist but this, this is stupid",sexism,1
7504,7504,7504,1703,"RT @AviMayer: If you're surprised to learn Israel-haters @AliAbunimah and @MaxBlumenthal are promoting a vicious anti-Semite, you aren't pa…",racism,0
7513,7513,7513,3151,RT @CathyYoung63: Column in @ColumbiaSpec questions #EmmaSulkowicz coverage in view of my @thedailybeast piece http://t.co/z6jwJwnJSJ,sexism,1
7514,7514,7514,4898,RT @Reni__Rinse: usually don't watch female led movies but when it's scarlett johansson.....sole gonna havtoo hahaha #NotSexist,sexism,1
7519,7519,7519,1457,@Bruciebabe @MaxBlumenthal Jews lived on 40% of the Arabian peninsula before the prophet Mohammed started exterminating them.,racism,0
7520,7520,7520,2854,RT @stardust193: Algerian Sheikh: We Have No Need for Women's Rights http://t.co/JYg4E9LtEr #Islam #Sharia #WomensRights,sexism,1
7525,7525,7525,2609,Manu sassing Kat is my favourite thing ever #mkr,sexism,1
7531,7531,7531,5214,RT @ConorPonting: I'm not sexist but us men don't tweet when you iron a crease in to our shirts so don't tweet when we loose a game you kno…,sexism,1
